Manufacturer,Model Number,Model Name,Serial ID,Connectors Sense/Pace,Polarity,Fixation,Placement,Outer Insulation,Location
"Biotronick, Inc.",,yP-60-UP,,IS-1,UNI,Retract. Screw,ENDO,SIL,RV
"Biotronick, Inc.",,yR-60-A,,5 mm,UNI,Ext/Ret Screw,ENDO,SIL,RV
"Biotronick, Inc.",,yR-60-UP,,IS-1,UNI,Retract. Screw,ENDO,SIL,RV
"Biotronick, Inc.",,yR-60-VSUP,,IS-1,UNI,Ext/Ret Screw,ENDO,SIL,RV
"Biotronick, Inc.",,yT-60-UP,,IS-1/Thermistor,UNI,Fixed Screw,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-100A,,,3.2 mm C,UNI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",321-100P,,,3.2 mm C,UNI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",321-101A,,,3.2 mm C,UNI,Screw,ENDO,SIL,RA
"Cordic, Inc. (St. Jude Medical)",321-101P,,,3.2 mm C,UNI,Screw,ENDO,SIL,RA
"Cordic, Inc. (St. Jude Medical)",321-158,,,3.2 mm C,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-158P,,,3.2 mm C,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-159,,,3.2 mm C,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-159A,,,3.2 mm C,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-159P,,,3.2 mm C,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-258,,,3.2 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-558,,,3.2 mm C,BI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",321-748,,,3.2 mm C,UNI,J+Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",321-748P,,,3.2 mm C,UNI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",321-749,,,3.2 mm C,BI,J+Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",322-142,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-144,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-145,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-146,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-152,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-153,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-154,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-155,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-162,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-163,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-164,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-165,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-220,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-245,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-256,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-257,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-261,,,6 mm,UNI,None,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-362,,,6 mm,UNI,None,ENDO,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",322-366,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-452,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-462,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-485,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-620,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-621,,,6 mm,UNI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",322-745,,,6 mm,UNI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",322-764,,,6 mm,UNI,Fins,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",322-765,,,6 mm,UNI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",322-769,,,6 mm,UNI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",322-820,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",323-443,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",323-451,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",323-543,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",323-551,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",323-643,,,6 mm,UNI,Suture,EPI,SIL,UNK
"Cordic, Inc. (St. Jude Medical)",323-743,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",323-751,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",323-758,,,6 mm C,UNI,None,ENDO,SIL,CS
"Cordic, Inc. (St. Jude Medical)",324-343,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",324-351,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",324-443,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",324-451,,,6 mm,UNI,Suture,EPI,SIL,RA
"Cordic, Inc. (St. Jude Medical)",324-543,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-545,,,6 mm,UNI,Screw,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-551,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-556,,,6 mm,UNI,Self Cutting,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-643,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-651,,,6 mm,UNI,Suture,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-758,,,6 mm C,UNI,None,ENDO,SIL,CS
"Cordic, Inc. (St. Jude Medical)",324-846,,,6 mm,UNI,Screw,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",324-856,,,6 mm,UNI,Self Cutting,EPI,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-100D,,,5 mm Bif,BI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-101D,,,6 mm,UNI,Screw,EPI,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-102D,,,6 mm,UNI,Screw,EPI,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-105D,,,6 mm,UNI,Fixed Screw,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-106D,,,5 mm,UNI,Fixed Screw,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-107D,,,6 mm,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-108D,,,6 mm,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-109D,,,5 mm,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-110D,,,5 mm,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-111D,,,6 mm,UNI,Fixed Screw,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-112D,,,5 mm,UNI,Fixed Screw,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-113D,,,5 mm,UNI,Screw,EPI,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-114D,,,5 mm,UNI,Screw,EPI,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-117D,,,6 mm C,BI,Tines,ENDO,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",325-118D,,,6 mm C,BI,Tines,ENDO,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",325-121,,,6 mm,UNI,Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",325-122,,,6 mm,UNI,Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",325-123,,,6 mm,UNI,Ex./Ret. Helix,ENDO,UNK,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-125,,,6 mm,UNI,,UNK,UNK,RV
"Cordic, Inc. (St. Jude Medical)",325-135D,,,5 mm,UNI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-136D,,,6 mm,UNI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-151,,,5 mm Bif,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-154,,,6 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-155,,,6 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-156,,,6 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-160,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-161,,,6 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-162,,,5 mm Bif,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-163,,,6 mm C,BI,Fins,ENDO,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",325-164,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-165,,,6 mm C,BI,Fins,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-248D,,,3.2 mm C,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-252,,,5 mm Bif,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-252P,,,3.2 mm C,UNI,Screw,EPI,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",325-253,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-254,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-258D,,,3.2 mm C,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-262,,,5 mm Bif,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-263,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-264,,,6 mm C,BI,Wedge,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-342,,,,UNI,Tines,ENDO,SIL,RV
"Cordic, Inc. (St. Jude Medical)",325-352,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-352A,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-352P,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-452,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-452A,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-452P,,,3.2 mm C,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",325-458D,,,,BI,Screw,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",326-168,,,6 mm,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",326-352,,,5 mm,UNI,Suture,EPI,POLy,RV
"Cordic, Inc. (St. Jude Medical)",326-452,,,5 mm,UNI,Suture,EPI,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",327-145,,,6 mm,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-152,,,6 mm,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-152P,,,6 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-155,,,6 mm,UNI,None,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-162,,,6 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-162P,,,6 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-163P,,,6 mm,UNI,None,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-245,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-246,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-251,,,6 mm,UNI,None,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-252,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-253,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-261,,,6 mm,UNI,None,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-262,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-263,,,6 mm C,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-345,,,6 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-352,,,6 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-362,,,6 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-445,,,6 mm,UNI,Passive,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",327-445,,,6 mm,UNI,Tines,,POLy,UNK
"Cordic, Inc. (St. Jude Medical)",327-452,,,6 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-452P,,,6 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-462,,,6 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-462P,,,6 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-545,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-546,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-552,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-553,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-562,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-563,,,6 mm C,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",327-745,,,6 mm,UNI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-745P,,,6 mm,UNI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-746,,,6 mm C,BI,J+Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",327-747,,,6 mm C,BI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-752,,,6 mm,UNI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-752P,,,6 mm,UNI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-753,,,6 mm C,BI,J+Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",327-754,,,6 mm C,BI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",327-763,,,6 mm C,BI,J+Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-145,,,5 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-162,,,5 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-162P,,,5 mm,UNI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-245,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-246,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-252,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-253,,,5 mm Linear,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-262,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-263,,,5 mm Linear,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-345,,,5 mm Linear,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-352,,,5 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-362,,,5 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-362P,,,5 mm,UNI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-445,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-446,,,5 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",328-452,,,5 mm Bif,BI,Fins,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-453,,,5 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",328-462,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-463,,,5 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",328-545,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-546,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-552,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-553,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-562,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-563,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-645,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-646,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-652,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-653,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-662,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-663,,,5 mm Bif,BI,Tines,,POLy,RV
"Cordic, Inc. (St. Jude Medical)",328-745,,,5 mm,UNI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-746,,,5 mm Bif,BI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-747,,,5 mm Linear,BI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-751,,,5 mm,UNI,,,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",328-752,,,5 mm,UNI,J+Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",328-752P,,,5 mm,UNI,Tines,,POLy,RA
"Cordic, Inc. (St. Jude Medical)",328-753,,,5 mm Bif,BI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-754,,,5 mm Linear,BI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",328-756,,,5 mm,UNI,Tines,,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-100,,,3.2 mm C,UNI,Screw,,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",329-100A,,,3.2 mm C,UNI,Ex./Ret. Helix,ENDO,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",329-100P,,,3.2 mm C,UNI,Screw,ENDO,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",329-101A,,,3.2 mm C,UNI,Screw,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",329-101P,,,3.2 mm C,UNI,Screw,ENDO,POLy,RA/RV
"Cordic, Inc. (St. Jude Medical)",329-152,,,3.2 mm C,UNI,Fins,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-153,,,3.2 mm C,UNI,Tines,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-156,,,3.2 mm C,UNI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-157,,,3.2 mm C,UNI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-158,,,3.2 mm C,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-158A,,,3.2 mm C,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-158P,,,3.2 mm C,UNI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-159,,,3.2 mm C,UNI,Tines,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-159A,,,3.2 mm C,UNI,Tines,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-159P,,,3.2 mm C,UNI,Tines,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-162,,,3.2 mm C,UNI,Fins,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-163,,,3.2 mm C,UNI,Tines,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-180,,,3.2 mm C,UNI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-200,,,3.2 mm C,BI,Screw,ENDO,UNK,RA/RV
"Cordic, Inc. (St. Jude Medical)",329-201,,,3.2 mm C,BI,Screw,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-252,,,3.2 mm C,BI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-253,,,3.2 mm C,BI,Tines,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-256,,,3.2 mm C,BI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-257,,,3.2 mm C,BI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-258,,,3.2 mm C,BI,Fins,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-259,,,3.2 mm C,BI,Tines,ENDO,POLy,RV
"Cordic, Inc. (St. Jude Medical)",329-262,,,3.2 mm C,BI,Fins,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-263,,,3.2 mm C,BI,Tines,ENDO,UNK,RV
"Cordic, Inc. (St. Jude Medical)",329-300P,,,3.2 mm C,BI,Screw,UNK,POLy,UNK
"Cordic, Inc. (St. Jude Medical)",329-358,,,3.2 mm C,UNI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-359,,,3.2 mm C,UNI,,UNK,UNK,UNK
"Cordic, Inc. (St. Jude Medical)",329-701,,,3.2 mm C,BI,J+Screw,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-745,,,3.2 mm C,,J+Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-746,,,3.2 mm C,BI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-748,,,3.2 mm C,UNI,J+Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",329-748A,,,3.2 mm C,UNI,Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",329-748P,,,3.2 mm C,UNI,Sawtooth Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",329-749,,,3.2 mm C,BI,J+Tines,ENDO,POLy,RA
"Cordic, Inc. (St. Jude Medical)",329-752,,,3.2 mm C,UNI,J+Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-753,,,3.2 mm C,BI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-754,,,3.2 mm C,BI,Tines,ENDO,UNK,RA
"Cordic, Inc. (St. Jude Medical)",329-755A,,,3.2 mm C,UNI,Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BA3060,n/a,,ELA Stanium,BI,Wedge,ENDO,UNK,UNK
"ELA Medical, Inc.",BJ44,Stela,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJ44D,Stela,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJ45,Stela,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJ45D,Stela,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJF24D,Stelid II,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJF24D,Stelid II,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJF25D,Stelid II,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BJF25D,Stelid II,,IS-1,BI,J+Tines,ENDO,UNK,RA
"ELA Medical, Inc.",BR45D,Stelid,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",BR46D,Stelid,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",BRA3060,n/a,,ELA,BI,Wedge,ENDO,UNK,UNK
"ELA Medical, Inc.",BRF25D,Stelix II,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",BRF26D,Stelix II,,IS-1,BI,Ext/Ret Screw,ENDO,UNK,UNK
"ELA Medical, Inc.",BS45,Stela,,IS-1,BI,Screw,UNK,UNK,UNK
"ELA Medical, Inc.",BS45D,Selid,,IS-1,BI,Screw,UNK,UNK,UNK
"ELA Medical, Inc.",BT45,Stela,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",BT45D,Stelid,,IS-1,BI,Passive,UNK,UNK,RV
"ELA Medical, Inc.",BT46,Stela,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",BT46D,Stelid,,IS-1,BI,Passive,UNK,UNK,RV
"ELA Medical, Inc.",BTF25D,Stelid II,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",BTF26D,Stelid II,,IS-1,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",FBAF,n/a,,5 mm Bif,BI,Tines,ENDO,UNK,RV
"ELA Medical, Inc.",HMO,n/a,,5 mm,UNI,Screw/Wedge,ENDO,UNK,UNK
"ELA Medical, Inc.",J43F,Focus,,IS-1,UNI,J+Tines,ENDO,UNK,RA
