Manufacturer,Model Number,Name,NBG Code,X-ray/Serial ID,Sense / Pace Connector RA,Sense / Pace Connector RV,Detach Tools,Non MAG Rate BOS,Non MAG Rate RRT/EOS,MAG Rate BOS,MAG Rate RRT/EOS,RRT/EOS Behavior,RRT/EOS Longetivity
"Biotronik, Inc.",701,Nanos 01 UP,SSIC,None,None,VS-1/IS-1 UNI,#2,PR,PR-11%,PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",703,Nanos 01 BP,SSIC,None,None,VS-1/IS-1 BI,#2,PR,PR-11%,PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",705,Nanos 01 A ,SSIC,None,None,5 mm UNI,#2,PR,PR-11%,PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",805,Thermos 01 UP,SSIR,-,None,5 mm UNI,#2,PR,PR-11%,PR,PR-11%,"B,  11%,   J",4.5
"Biotronik, Inc.",813,Thermos 01 UP,SSI,None,None,IS-1 UNI Pace/ Sense  with BI Thermistor,#2,PR,PR-11%,PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",813,Thermos 01 UP,SSIR,None,None,IS-1 UNI Pace/Sense with BI Thermistor,#2,PR,PR-11% (SSI),PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",823,Thermos 02 UP,SSI,None,None,IS-1 UNI Pace/Sense with BI Thermistor,#2,PR,PR-11%,PR,PR-11%,"B, 11%, J",
"Biotronik, Inc.",823,Thermos ,SSIR,None,None,"IS-1 UNI Pace/
Sense with BI
Thermistor",#2,PR,PR-11% (SSI),PR,PR-11%,"B, 11%, J",
"ELA Medical, Inc.",60,Stilith,VVI,None,None,5 mm UNI,#6,72,67,72 (Kb),67,"C, 5 ppm, J",
"ELA Medical, Inc.",61,Stilith,VVI,None,None,5 mm UNI,#6,72,67,72 (Kb),67,"C, 5 ppm, J",
"ELA Medical, Inc.",112,Brio,SSIR,ELA112,None,IS-1 UNI/BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",113,Talent,SSIR,ELA113,None,IS-1 UNI/BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",120,Stilith,VVI,None,None,5 mm UNI,#6,72,67,72 (Kb),67,"C, 5 ppm, J",
"ELA Medical, Inc.",128,Stilith,VVI,None,None,5 mm UNI,#6,72,67,72 (Kb),67,"C, 5 ppm, J",
"ELA Medical, Inc.",133,Talent II SR,SSIR,ELA133,None,IS-1 UNI/BI,#2,PR,SSI 70,96,80,"C, Mode and rate change to SSI-70",
"ELA Medical, Inc.",210,Talent D,DDD,ELA210,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",212,Brio,DDDR,ELA212,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",213,Talent,DDDR,ELA213,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",220,Brio,DDD,ELA220,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",222,Brio,DDDR,ELA222,IS-1 BI,IS-1 BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",223,Talent,DDDR,ELA223,IS-1 BI,IS-1 BI,#2,PR,70,96,80,D,
"ELA Medical, Inc.",230,Talent II D,DDD,ELA230,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",233,Talent II DR,DDDR,ELA233,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",243,Talent AF DR,DDDR,ELA243,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",253,Talent 3 DR,DDDR,ELA253,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",263,Talent 3 VDR,VDDR,ELA263,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",1140,Multilith I,VVI,ELAM1,None,5 mm UNI,#6,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",1141,Multilith I,VVI,ELAM1,None,5 mm UNI,#6,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",1250,Multilith II,VVI,ELAM2,None,5 mm UNI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",1251,Multilith II,VVI,ELAM2,None,5 mm UNI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",1350,Multilith III,VVI,ELA1350,None,5 mm UNI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",1370,Multilith III,VVI,1370,None,5 mm UNI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",2001,Opus,SSIC,ELA2001,None,5 mm UNI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",2003,Opus,SSIC,ELA2003,None,IS-1 UNI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",2004,Opus,SSIC,ELA2004,None,IS-1 BI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",2140,Multilith I,VVIM,ELAM1B,None,5 mm Bif BI,#6,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",2210,Rhapsody SR,SSIR,ELA,None,IS-1 UNI/BI,#2,PR,SSI 70,96,80,"C, Mode and rate change to SSI-70",
"ELA Medical, Inc.",2250,Multilith II,VVIM,ELAM2,None,5 mm Bif BI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",2251,Multilith III,VVIM,ELAM2WT,None,5 mm Bif BI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",2350,Symphony VDR,VDDR,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",2410,Rhapsody D,DDD,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",2450,Symphony D,DDD,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",2510,Rhapsody DR,DDDR,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",2530,Rhapsody+ DR,DDDR,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",2550,Symphony DR,DDDR,ELA,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",3001,Opus,SSIC,ELA3001,None,5 mm UNI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",3003,Opus,SSIC,ELA3003,None,VS-1 UNI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",3004,Opus,SSIC,ELA3004,None,VS-1 BI,#2,PR,PR,96,80/70,"A, 96-80-70",
"ELA Medical, Inc.",3350,Multilith III,VVIM,ELA3350,None,VS-1A BI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",3370,Multilith III,VVIM,ELA3370,None,VS-1A BI,#2,PR,PR,86,77,"B, 9 ppm",
"ELA Medical, Inc.",3371,,DDDM,None,5 mm UNI,5/6 mm UNI,#2,PR,PR,90,80,"B, 90-80,  J",
"ELA Medical, Inc.",4001,Opus,SSIC,ELA4001,None,5 mm UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4003,Opus,SSIC,ELA4003,None,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4004,Opus,SSIC,ELA4004,None,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4006,Opus,SSI,ela 4006,None,6 mm BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4021,Opus,SSIC,ELA4021,None,5 mm UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4023,Opus,SSIC,ELA4023,None,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4024,Opus,SSIC,ELA4024,None,VS-1A BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4033,Opus,SSIC,ELA4033,None,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4034,Opus,SSIC,ELA4034,None,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4121,Opus S,SSIC,ELA4121,None,5/6 mm UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4124,Opus S,SSIC,ELA4124,None,VS-1 UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4534,Opus RM,SSIR,ELA4534,None,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",4621,Opus G,SSIR,ela 4621,None,5/6 mm UNI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",4624,Opus G,SSIR,ela 4624,None,IS-1 UNI/BI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",6001,Chorus,DDDC,ELA6001,5 mm UNI,5 mm UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6003,Chorus,DDDC,ELA6003,VS-1 UNI,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6004,Chorus,DDDC,ELA6004,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6005,Chorus,DDDC,ELA6005,VS-1 UNI/BI,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6033,Chorus,DDDC,ELA6033,VS-1 UNI,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6034,Chorus,DDDC,ELA6034,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6035,Chorus,DDDC,ELA6035,VS-1 UNI/BI,VS-1 UNI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",6043,Chorus,DDD,ela 6043,IS-1 comp UNI,IS-1 comp UNI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",6103,Chorus,DDD,ela 6103,IS-1 comp UNI,IS-1 comp UNI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",6234,Chorus II,DDD,ela 6234,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",6244,Chorus II,DDD,ela 6244,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",7034,Chorus RM,DDDR,ELA7034,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",7134,Chorus RM,DDDR,ELA7134,VS-1B BI,VS-1B BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",7234,Chorum,DDDR,ela 7234,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,C,
"ELA Medical, Inc.",7334,Chorum,DDDR,ela 7334,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",7434,Chorum,VDDR,ela 7434,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",7520,Unilith 2,VVIM,ELAU2,None,5 mm UNI,#6,72,66,72,66,"C, 6 ppm, J",
"ELA Medical, Inc.",7522,Unilith 2,VVIM,ELAU2B,None,5 mm Bif BI,#2,72,66,72,66,"C, 6 ppm, J",
"ELA Medical, Inc.",7530,Unilith,VVl,None,None,5 mm UNI,#6,72,67,72,67,"C, 5 ppm, J",
"ELA Medical, Inc.",7532,Unilith,VVl,None,None,5 mm Bif BI,#6,72,67,72,67,"C, 5 ppm, J",
"ELA Medical, Inc.",7540,Unilith,VVI,None,None,5 mm UNI,#6,72,67,72,67,"C, 7.5 ppm, J",
"ELA Medical, Inc.",7542,Unilith,VVI,None,None,5 mm Bif BI,#6,72,67,72,67,"C, 7.5 ppm, J",
"ELA Medical, Inc.",7550,Unilith,VVIM,ELAU2,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7552,Unilith,VVIM,ELAU2B,None,5 mm Bif BI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7580,Unilith 3,VVI,7580,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7583,Unilith 3,VVI,7583,None,VS-1 BI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",6234,Chorus II,DDD,ela 6234,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",6244,Chorus II,DDD,ela 6244,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,C,
"ELA Medical, Inc.",7034,Chorus RM,DDDR,ELA7034,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",7134,Chorus RM,DDDR,ELA7134,VS-1B BI,VS-1B BI,#2,PR,PR,96,80,D,
"ELA Medical, Inc.",7234,Chorum,DDDR,ela 7234,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,C,
"ELA Medical, Inc.",7334,Chorum,DDDR,ela 7334,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",7434,Chorum,VDDR,ela 7434,VS-1B UNI/BI,VS-1B UNI/BI,#2,PR,VVI 70,96,80,"C, Mode and rate change to VVI-70",
"ELA Medical, Inc.",7520,Unilith 2,VVIM,ELAU2,None,5 mm UNI,#6,72,66,72,66,"C, 6 ppm, J",
"ELA Medical, Inc.",7522,Unilith 2,VVIM,ELAU2B,None,5 mm Bif BI,#2,72,66,72,66,"C, 6 ppm, J",
"ELA Medical, Inc.",7530,Unilith,VVl,None,None,5 mm UNI,#6,72,67,72,67,"C, 5 ppm, J",
"ELA Medical, Inc.",7532,Unilith,VVl,None,None,5 mm Bif BI,#6,72,67,72,67,"C, 5 ppm, J",
"ELA Medical, Inc.",7540,Unilith,VVI,None,None,5 mm UNI,#6,72,67,72,67,"C, 7.5 ppm, J",
"ELA Medical, Inc.",7542,Unilith,VVI,None,None,5 mm Bif BI,#6,72,67,72,67,"C, 7.5 ppm, J",
"ELA Medical, Inc.",7550,Unilith,VVIM,ELAU2,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7552,Unilith,VVIM,ELAU2B,None,5 mm Bif BI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7580,Unilith 3,VVI,7580,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7583,Unilith 3,VVI,7583,None,VS-1 BI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7680,Unilith 3,VVI,ela 7680,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7683,Unilith 3,VVI,ela 7683,None,VS-1 BI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7730,Unilith,VVI,n/a,None,5 mm UNI,#6,72,68,72,68,C,
"ELA Medical, Inc.",7760,Unilith,VVIM,ELAU2,None,5 mm UNI,#2,72,68,72,68,"C, J",
"ELA Medical, Inc.",7762,Unilith,VVIM,ELAU2B,None,5 mm Bif BI,#2,72,68,72,68,"C, J",
Guidant Corp.,1000,RS4 (Aa),VDD,CPI 1000,,4.75 mm Tripolar,#6,65,65,85,79,D,
Guidant Corp.,101,Maxilith,VOO,CPI 101,None,6 mm UNI,#6,72,-6 ppm,,,C,
Guidant Corp.,1100,Precept VR (Aa),SSIR,CPI 1100,None,Tripolar 3.2 mm,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,1118,Excel VR (Aa),SSIR,CPI 1118,None,5/6 mm UNI,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,1119,Excel VR (Aa),SSIR,CPI 1119,None,3.2 mm LP UNI/BI,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,1120,Excel VR (Aa),SSIR,CPI 1123,None,3.2 mm LP BI,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,1123,Triumph VR,SSIR,CPI 3,None,IS-1 UNI,#2,PR,65 (SSI),85 (SOO),65 (SOO),Pb,
Guidant Corp.,1124,Triumph VR,SSIR,CPI 0,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,65 (SSI),85 (SOO),65 (SOO),Pb,
Guidant Corp.,1125,Triumph VR,SSIR,CPI 1,None,5/6 mm UNI,#2,PR,65 (SSI),85 (SOO),65 (SOO),Pb,
Guidant Corp.,1126,Triumph VR,SSIR,CPI 2,None,5 mm Bif BI,#2,PR,65 (SSI),85 (SOO),65 (SOO),Pb,
Guidant Corp.,1130,Vigor SR,SSIR,CPI 1130,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR (SSI),100 (SOO),90/85 (SOO),"A, Nb",
Guidant Corp.,1135,Vigor SR,SSIR,CPI 1135,None,5/6 mm UNI,#2,PR,PR (SSI),100 (SOO),90/85 (SOO),"A, Nb",
Guidant Corp.,1170,Pulsar Max SR(Aa),SSIR,CPI 001,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1171,Pulsar Max SR(Aa),SSIR,CPI 001,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1172,Pulsar SR(Aa),SSIR,CPI 001,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1174,Discovery SR,SSIR,CPI 001,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1175,Discovery SR,SSIR,CPI 001,None,5/6 mm UNI,#2,PR,PR,100,85,S,
Guidant Corp.,1176,Meridian SR,SSIR,CPI 001,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1180,Pulsar Max II SR,SSIR,GDT 002,None,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1181,Pulsar Max II SR,SSIR,GDT 002,None,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1184,Discovery II SR,SSIR,GDT 002,None,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1185,Discovery II,SSIR,GDT 002,None,5-6 mm UNI,#2,PR,PR,100,85,Single step drop in mag rate,
Guidant Corp.,1186,Discovery II,SSIR,GDT 002,None,5-6 mm UNI,#2,PR,PR,100,85,Single step drop in mag rate,
Guidant Corp.,1187,Discovery II SR,SSIR,GDT 002,None,5 mm Bif UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1190,Insignia I Ultra,SSIR,GDT 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1192,Insignia I AVT,SSIR,GDT 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1194,Insignia I Plus SR,SSIR,GDT 003,None,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1195,Insignia I Entra SR,SSIR,GDT 003,None,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1198,Insignia I Entra SR,SSIR,GDT 003,None,"3.2 mm LP Medtronic
(IS-1 Compatible)
UNI/BI",#2,PR,PR,100,90/85,A,
Guidant Corp.,1200 (Aa),Precept DR,DDDR,CPI 1200,3.2 mm UNI/BI,3.2 mm Tripolar,#2,PR,PR,100 (DOO),85 (DOO),D,
Guidant Corp.,1223,Triumph DR,DDD(R),CPI 6,IS-1 UNI,IS-1 UNI,#2,PR,"PR (DDDR), 65 (VVI)",85,"75 (DOO),
65 (VOO)","Ma, 75-65",
Guidant Corp.,1224,Triumph DR,DDD(R),CPI 4,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,"PR (DDDR), 65 (VVI)",85,"75 (DOO),
65 (VOO)","Ma, 75-65",
Guidant Corp.,1225,Triumph DR,DDD(R),CPI 5,5/6 mm UNI,5/6 mm UNI,#2,PR,"PR (DDDR), 65 (VVI)",85,"75 (DOO),
65 (VOO)","Ma, 75-65",
Guidant Corp.,1226,Prelude DR,DDDR,CP1 7,BI,3.2 mm LP MDT (IS-1 Compatible),#2,PR,65 (VVI),85 (DOO),65 (VOO),Ra,
Guidant Corp.,1227,Prelude DR,DDDR,CPI 8,5/6 mm UNI,5/6 mm UNI,#2,PR,65 (VVI),85 (DOO),65 (VOO),Ra,
Guidant Corp.,1229,Prelude DR,DDDR,CPI 9,IS-1 UNI,IS-1 UNI,#2,PR,65 (VVI),85 (DOO),65 (VOO),Ra,
Guidant Corp.,1230,Vigor DR,DDDR,CPI 1230,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR (DDD),100 (DOO),90/85 (DOO),"A, Nb",
Guidant Corp.,1232,Vigor DR,DDDR,CPI 1232,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR (DDD),100 (DOO),90/85 (DOO),"A, Nb",
Guidant Corp.,1235,Vigor DR,DDDR,CPI 1235,5/6 mm UNI,5/6 mm UNI,#2,PR,PR (DDD),100 (DOO),90/85 (DOO),"A, Nb",
Guidant Corp.,1240,Vigor CHF (Aa),DDDR,CPI 1240,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR (DDD),100 (DOO),90/85 (DOO),"A, Nb",
Guidant Corp.,1270,Pulsar Max DR (Aa),DDDR,CPI 001,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1272,Pulsar DR (Aa),DDDR,CPI 001,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1273,Discovery DR,DDDR,CPI 001,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1274,Discovery DR,DDDR,CPI 001,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1275,Discovery DR,DDDR,CPI 001,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100,85,S,
Guidant Corp.,1276,Meridian DR,DDDR,CPI 001,"VS-1B UNI/BI
(IS-1 Compatible)","VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,1280,Pulsar Max II DR,DDDR,GDT 002,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1283,Discovery II DR,DDDR,GDT 002,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1284,Discovery II DR,DDDR,GDT 002,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,85,S,
Guidant Corp.,1286,Discovery II DR,DDDR,GDT 002,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,85,S,
Guidant Corp.,1294,Insignia I Entra DR,DDDR,GDT 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,1295,Insignia I Entra DR,DDDR,GDT 003,5/6 mm UNI,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1296,Insignia I Entra DR,DDDR,GDT 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,1297,Insignia I Plus DR,DDDR,GDT 003,3.2 mm LP UNI/BI (IS-1 Compatible),3.2 mm LP UNI/BI (IS-1 Compatible),#2,PR,PR,100,90/85,A,
Guidant Corp.,1298,Insignia I Plus DR,DDDR,GDT 003,IS-1 UNI/BI,IS-1 UNI/BI,#2,PR,PR,100,90/85,A,
Guidant Corp.,201,Maxilith,VOO,CPI 201,None,5 mm Bif BI,#6,72,-6 ppm,,,C,
Guidant Corp.,301,Maxilith,VVI,CPI 301,None,6 mm UNI,#6,72,-6 ppm,86,-6 ppm,C,
Guidant Corp.,401,Maxilith,VVI,CPI 401,None,5 mm Bif BI,#6,72,-6 ppm,86,-6 ppm,C,
Guidant Corp.,427,Astra 2,VVIC,CPI 427,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,428,Astra 4,VVIC,CPI 428,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,429,Astra 6,SSIC,CPI 429,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,437,Astra T2,VVIC,CPI 437,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,438,Astra T4,VVIC,CPI 438,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,439,Astra T6,SSIC,CPI 439,None,3.2 mm LP BI,#2,PR,PR-12.5%,100,87.5,"B, 12.5%",
Guidant Corp.,443,Vista 4,VVIC,CPI 443,None,"VS-1B (IS-1
Compatible) UNI Pace UNI/BI Sense",#2,PR,PR,100,85,D,
Guidant Corp.,444,Vista 6,SSIC,CPI 444,None,"VS-1B (IS-1
Compatible) UNI Pace UNI/BI Sense",#2,PR,PR,100,85,D,
Guidant Corp.,445,Vista T,SSIC,CPI 445,None,"VS-1B (IS-1
Compatible) UNI Pace UNI/BI Sense",#2,PR,PR,100,85,D,
Guidant Corp.,446,Vista T,SSIC,CPI 446,None,3.2 mm LP BI,#2,PR,PR,100,85,D,
Guidant Corp.,447,Vista T,SSIC,CPI 447,None,5/6 mm UNI,#2,PR,PR,100,85,D,
Guidant Corp.,460,Vigor SSI,SSIC,CPI 460,None,"VS-1B UNI/BI
(IS-1 Compatible)",#2,PR,PR,100,90/85,A,
Guidant Corp.,465,Vigor SSI,SSIC,CPI 465,None,5/6 mm UNI,#2,PR,PR,100,90/85,A,
Guidant Corp.,470,Pulsar SSI(Aa),SSIC,CPI 001,None,"VS-1B UNI/BI (IS-1
Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,476,Meridian SSI,SSIC,CPI 001,None,"VS-1B UNI/BI (IS-1
Compatible)",#2,PR,PR,100,85,S,
Guidant Corp.,501,Minilith,VVI,CPI 501,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,502,Minilith,VVI,CPI 502,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,503,Minilith,VVI,CPI 503,None,6 mm UNI,#6,72,66,86,80,C,
Guidant Corp.,504,Minilith,VVI,CPI 504,None,6 mm UNI,#6,72,66,86,80,C,
